name,url,country,region,subregion,vertical,base_m,top_m,km,lifts,price,list
Kienleitenlift – Brandenberg,https://www.skiresort.com/en/ski-resort/kienleitenlift-brandenberg/,Austria,Tyrol (Tirol),Tiroler Unterland / Kufstein / Holiday Region Alpbachtal,66,916,982,0.4,,"€ 12,-",slope
Beckenhalde – St. Gallen,https://www.skiresort.com/en/ski-resort/beckenhalde-st-gallen/,Switzerland,Eastern Switzerland,St. Gallen / St. Gallen-Bodensee,90,764,854,0.4,,"SFr. 19,- / approx. € 20,-",slope
Schnee-Erlebnisland Flattach,https://www.skiresort.com/en/ski-resort/schnee-erlebnisland-flattach/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau / Mölltal,70,718,788,0.4,,"€ 15,-",slope
Oberhelfenschwil,https://www.skiresort.com/en/ski-resort/oberhelfenschwil/,Switzerland,Eastern Switzerland,St. Gallen / Toggenburg,68,798,866,0.4,,"SFr. 22,- / approx. € 23,-",slope
Zenitzen – Winklern,https://www.skiresort.com/en/ski-resort/zenitzen-winklern/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau,56,924,980,0.4,,€ 12.50,slope
Hörnli – Hemberg-Bächli,https://www.skiresort.com/en/ski-resort/hoernli-hemberg-baechli/,Switzerland,Eastern Switzerland,St. Gallen / Toggenburg,80,890,970,0.4,,"SFr. 25,- / approx. € 27,-",slope
Langmattli – Hergiswil,https://www.skiresort.com/en/ski-resort/langmattli-hergiswil/,Switzerland,Central Switzerland,Nidwalden,108,838,946,0.4,,"SFr. 12,- / approx. € 13,-",slope
Eichfeldlift – Turnau,https://www.skiresort.com/en/ski-resort/eichfeldlift-turnau/,Austria,Styria (Steiermark),Hochsteiermark,66,784,850,0.4,,"€ 25,-",slope
Krößbach,https://www.skiresort.com/en/ski-resort/kroessbach/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Stubai,66,1102,1168,0.4,,€ 25.50,slope
Les Prévondes,https://www.skiresort.com/en/ski-resort/les-prevondes/,Switzerland,Lemanic Region,Waadt,103,987,1090,0.4,,"SFr. 10,- / approx. € 11,-",slope
Hammerbodenlift – Großreifling (Landl),https://www.skiresort.com/en/ski-resort/hammerbodenlift-grossreifling-landl/,Austria,Styria (Steiermark),Liezen / Alpenregion Nationalpark Gesäuse,112,489,601,0.4,,,slope
Ramudla – Matsch (Mazia),https://www.skiresort.com/en/ski-resort/ramudla-matsch-mazia/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Venosta Valley (Vinschgau) / Upper Venosta Valley (Obervinschgau),72,1786,1858,0.4,,,slope+alt
Fahrendorf (Velden),https://www.skiresort.com/en/ski-resort/fahrendorf-velden/,Austria,Carinthia (Kärnten),Klagenfurt-Villach / Villach-Land,51,535,586,0.4,,,slope
Schöder,https://www.skiresort.com/en/ski-resort/schoeder/,Austria,Styria (Steiermark),Murtal / Europe / Austria / Styria (Steiermark) / Murau,63,892,955,0.4,,,slope
Sonnenberglift – Milders,https://www.skiresort.com/en/ski-resort/sonnenberglift-milders/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Stubai,112,1037,1149,0.4,,,slope
Stockerfeldlift Mößna – St. Nikolai im Sölktal (Sölk),https://www.skiresort.com/en/ski-resort/stockerfeldlift-moessna-st-nikolai-im-soelktal-soelk/,Austria,Styria (Steiermark),Liezen / Schladming-Dachstein / Sölktal,95,1001,1096,0.4,,,slope
Mittlerwengi – Kaltbrunn,https://www.skiresort.com/en/ski-resort/mittlerwengi-kaltbrunn/,Switzerland,Eastern Switzerland,St. Gallen,100,1153,1253,0.4,,,slope+alt
"Bungerloch – Tarrenz <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/bungerloch-tarrenz/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Imst (District) / Imst,100,850,950,0.4,,,slope
Bedea – Novaggio,https://www.skiresort.com/en/ski-resort/bedea-novaggio/,Switzerland,Ticino,,67,625,692,0.4,,,slope
Hochgallmigg,https://www.skiresort.com/en/ski-resort/hochgallmigg/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Landeck / Tirol West,115,1365,1480,0.4,,,slope+alt
Encijan,https://www.skiresort.com/en/ski-resort/encijan/,Slovenia,Goriška,,55,630,685,0.4,2,,slope
Hartmannsdorf,https://www.skiresort.com/en/ski-resort/hartmannsdorf/,Austria,Styria (Steiermark),Weiz,59,346,405,0.4,2,,slope
Mugi – Netstal,https://www.skiresort.com/en/ski-resort/mugi-netstal/,Switzerland,Eastern Switzerland,Glarus,80,465,545,0.4,2,"SFr. 10,- / approx. € 11,-",slope
Mottalift – Serneus,https://www.skiresort.com/en/ski-resort/mottalift-serneus/,Switzerland,Eastern Switzerland,Graubünden / Davos Klosters,15,999,1014,0.4,,"SFr. 15,- / approx. € 16,-",slope
Rossa,https://www.skiresort.com/en/ski-resort/rossa/,Switzerland,Eastern Switzerland,Graubünden / San Bernardino Mesolcina Calanca / Val Calanca (Calancatal),64,1082,1146,0.4,2,"SFr. 15,- / approx. € 16,-",slope
Balsberg – Unterwössen,https://www.skiresort.com/en/ski-resort/balsberg-unterwoessen/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Chiemgau,45,570,615,0.4,,"€ 7,-",slope
Baldramsdorf,https://www.skiresort.com/en/ski-resort/baldramsdorf/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Millstätter See,67,587,654,0.4,,,slope
Stauderlift – Innervillgraten,https://www.skiresort.com/en/ski-resort/stauderlift-innervillgraten/,Austria,Tyrol (Tirol),Osttirol (East Tyrol) / East Tyrolean Hochpustertal,41,1399,1440,0.4,,,slope+alt
"Wildmooslift – Oberau (Berchtesgaden) <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/wildmooslift-oberau-berchtesgaden/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Berchtesgadener Land,44,836,880,0.4,,,slope
Tannerfeld – Bayrischzell,https://www.skiresort.com/en/ski-resort/tannerfeld-bayrischzell/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Tegernsee-Schliersee,18,797,815,0.3,,"€ 15,-",slope
Hütten – Bizau,https://www.skiresort.com/en/ski-resort/huetten-bizau/,Austria,Vorarlberg,Bregenz / Bregenzerwald,24,742,766,0.3,,"€ 6,-",slope
Sternenberg – Rossweid,https://www.skiresort.com/en/ski-resort/sternenberg-rossweid/,Switzerland,Zürich,,47,837,884,0.3,,"SFr. 10,- / approx. € 11,-",slope
Balme di Lanzo,https://www.skiresort.com/en/ski-resort/balme-di-lanzo/,Italy,Piedmont (Piemonte),Turin (Torino),60,1452,1512,0.3,,"€ 5,-",slope+alt
Feichten,https://www.skiresort.com/en/ski-resort/feichten/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Landeck / Tiroler Oberland,35,1275,1310,0.3,,"€ 19,-",slope+alt
Telli – Morschach,https://www.skiresort.com/en/ski-resort/telli-morschach/,Switzerland,Central Switzerland,Schwyz,36,640,676,0.3,2,"SFr. 14,- / approx. € 15,-",slope
Pragelato,https://www.skiresort.com/en/ski-resort/pragelato/,Italy,Piedmont (Piemonte),Turin (Torino) / Val Chisone,52,1532,1584,0.3,,"€ 15,-",slope+alt
Notre-Dame-de-Vaulx,https://www.skiresort.com/en/ski-resort/notre-dame-de-vaulx/,France,Auvergne-Rhône-Alpes,Isère / Grenoble,55,1030,1085,0.3,,€ 2.50,slope
Hampy – Adelboden,https://www.skiresort.com/en/ski-resort/hampy-adelboden/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Adelboden-Frutigen,62,1289,1351,0.3,,"SFr. 28,- / approx. € 30,-",slope+alt
Schnabelsberg – Bennau (Einsiedeln),https://www.skiresort.com/en/ski-resort/schnabelsberg-bennau-einsiedeln/,Switzerland,Central Switzerland,Schwyz / Mythen Region,70,950,1020,0.3,,"SFr. 17,- / approx. € 18,-",slope
Hubelweid – Heiligenschwendi,https://www.skiresort.com/en/ski-resort/hubelweid-heiligenschwendi/,Switzerland,Espace Mittelland,Bern / Lake Thun (Thunersee),50,1102,1152,0.3,,"SFr. 20,- / approx. € 21,-",slope
La Magdeleine,https://www.skiresort.com/en/ski-resort/la-magdeleine/,Italy,Aosta Valley (Valle d'Aosta),Matterhorn (Monte Cervino),30,1667,1697,0.3,3,"€ 10,-",slope+alt
Ochsengarten – Paternion,https://www.skiresort.com/en/ski-resort/ochsengarten-paternion/,Austria,Carinthia (Kärnten),Villach Region,13,582,595,0.3,2,"€ 13,-",slope
Happylift – Semmering,https://www.skiresort.com/en/ski-resort/happylift-semmering/,Austria,Lower Austria (Niederösterreich),Wiener Alpen / Europe / Austria / Styria (Steiermark) / Hochsteiermark,60,1010,1070,0.3,,"€ 26,-",slope
Pfannilift – Neuhaus (Schliersee),https://www.skiresort.com/en/ski-resort/pfannilift-neuhaus-schliersee/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Tegernsee-Schliersee,42,840,882,0.3,,"€ 10,-",slope
Schäffern,https://www.skiresort.com/en/ski-resort/schaeffern/,Austria,Styria (Steiermark),Oststeiermark,98,628,726,0.3,,,slope
Lainach (Rangersdorf),https://www.skiresort.com/en/ski-resort/lainach-rangersdorf/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau / Mölltal,88,862,950,0.3,,,slope
Haidenhoflift – Lienz,https://www.skiresort.com/en/ski-resort/haidenhoflift-lienz/,Austria,Tyrol (Tirol),Osttirol (East Tyrol) / Lienz Dolomites,34,697,731,0.3,,,slope
Rettenegg,https://www.skiresort.com/en/ski-resort/rettenegg/,Austria,Styria (Steiermark),Oststeiermark / Joglland-Waldheimat,44,881,925,0.3,,,slope
Rodel Jet – Flachau,https://www.skiresort.com/en/ski-resort/rodel-jet-flachau/,Austria,Salzburg (Salzburger Land),Pongau / Salzburger Sportwelt,42,901,943,0.3,,,slope
Bruggen (Greifenburg),https://www.skiresort.com/en/ski-resort/bruggen-greifenburg/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau / Outdoorpark Oberdrautal,70,590,660,0.3,,,slope
Flirsch,https://www.skiresort.com/en/ski-resort/flirsch/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Landeck / St. Anton am Arlberg,59,1157,1216,0.3,,,slope+alt
Lochwiesen – Tiefenbach,https://www.skiresort.com/en/ski-resort/lochwiesen-tiefenbach/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu,45,849,894,0.3,,,slope
Gaisrückleiten – Wiesen,https://www.skiresort.com/en/ski-resort/gaisrueckleiten-wiesen/,Austria,Burgenland,Northern Burgenland / Mattersburg,40,340,380,0.3,,,slope
Walchlift – Oberpiller,https://www.skiresort.com/en/ski-resort/walchlift-oberpiller/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Imst (District) / Pitztal / Europe / Austria / Tyrol (Tirol) / Tiroler Oberland (region) / Landeck / Tirol West,34,1370,1404,0.3,,,slope+alt
Stadlhof – Falkenstein,https://www.skiresort.com/en/ski-resort/stadlhof-falkenstein/,Austria,Styria (Steiermark),Oststeiermark / Joglland-Waldheimat,44,876,920,0.3,,,slope
Turcio,https://www.skiresort.com/en/ski-resort/turcio/,Italy,Venetia (Veneto),Vicenza / Asiago,40,1095,1135,0.3,,,slope
Ohlstadt,https://www.skiresort.com/en/ski-resort/ohlstadt/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Garmisch-Partenkirchen,37,717,754,0.3,,€ 3.50,slope
Jardin des Neiges – Château-d'Œx,https://www.skiresort.com/en/ski-resort/jardin-des-neiges-chateau-doex/,Switzerland,Lemanic Region,Waadt,13,920,933,0.3,3,"SFr. 5,- / approx. € 5,-",slope
Gramais,https://www.skiresort.com/en/ski-resort/gramais/,Austria,Tyrol (Tirol),Reutte / Lechtal,60,1330,1390,0.3,,"€ 15,-",slope+alt
Fanas,https://www.skiresort.com/en/ski-resort/fanas/,Switzerland,Eastern Switzerland,Graubünden / Prättigau / «,21,910,931,0.3,,"SFr. 4,- / approx. € 4,-",slope
Luče,https://www.skiresort.com/en/ski-resort/luce/,Slovenia,Savinjska,,70,525,595,0.3,,"€ 10,-",slope
Nollen – Hosenruck (Wuppenau),https://www.skiresort.com/en/ski-resort/nollen-hosenruck-wuppenau/,Switzerland,Eastern Switzerland,Thurgau,38,687,725,0.3,,"SFr. 15,- / approx. € 16,-",slope
Steinrückenlift – Ettenhausen (Schleching),https://www.skiresort.com/en/ski-resort/steinrueckenlift-ettenhausen-schleching/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Chiemgau,46,587,633,0.3,,"€ 7,-",slope
Hallstatt,https://www.skiresort.com/en/ski-resort/hallstatt/,Austria,Upper Austria (Oberösterreich),Salzkammergut / Dachstein-Salzkammergut,30,522,552,0.3,,"€ 6,-",slope
LiFu – Furom,https://www.skiresort.com/en/ski-resort/lifu-furom/,Switzerland,Eastern Switzerland,Graubünden / Engadin Samnaun Val Müstair,29,1611,1640,0.3,,"SFr. 10,- / approx. € 11,-",slope+alt
Bügls – S-chanf,https://www.skiresort.com/en/ski-resort/buegls-s-chanf/,Switzerland,Eastern Switzerland,Graubünden / Engadin St. Moritz,25,1670,1695,0.3,,"SFr. 10,- / approx. € 11,-",slope+alt
Blatten – Speicher,https://www.skiresort.com/en/ski-resort/blatten-speicher/,Switzerland,Eastern Switzerland,Appenzellerland / Appenzell Ausserrhoden,35,919,954,0.3,,"SFr. 14,- / approx. € 15,-",slope
Bad Häring,https://www.skiresort.com/en/ski-resort/bad-haering/,Austria,Tyrol (Tirol),Tiroler Unterland / Kufstein / Kufsteinerland,35,650,685,0.3,,€ 7.50,slope
Lucky – Aeschi,https://www.skiresort.com/en/ski-resort/lucky-aeschi/,Switzerland,Espace Mittelland,Bern,30,860,890,0.3,,"SFr. 15,- / approx. € 16,-",slope
Barmsee (Krün),https://www.skiresort.com/en/ski-resort/barmsee-kruen/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Zugspitz Region / Alpenwelt Karwendel,50,900,950,0.3,,"€ 5,-",slope
Schlösslihang – St. Gallen,https://www.skiresort.com/en/ski-resort/schloesslihang-st-gallen/,Switzerland,Eastern Switzerland,St. Gallen / St. Gallen-Bodensee,37,686,723,0.3,2,"SFr. 16,- / approx. € 17,-",slope
Platzhaus-Leit'n – Stuhlfelden,https://www.skiresort.com/en/ski-resort/platzhaus-leitn-stuhlfelden/,Austria,Salzburg (Salzburger Land),Pinzgau,47,811,858,0.3,,€ 8.70,slope
Tschagäl – Schaan,https://www.skiresort.com/en/ski-resort/tschagael-schaan/,Liechtenstein,,,31,549,580,0.3,,,slope
"Gedersberg – Seiersberg <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/gedersberg-seiersberg/,Austria,Styria (Steiermark),Graz-Umgebung,25,378,403,0.3,,,slope
Fuchslochbühel – Klösterle,https://www.skiresort.com/en/ski-resort/fuchslochbuehel-kloesterle/,Austria,Vorarlberg,Bludenz,12,1074,1086,0.3,,,slope
Tarasp,https://www.skiresort.com/en/ski-resort/tarasp/,Switzerland,Eastern Switzerland,Graubünden / Engadin Samnaun Val Müstair,40,1410,1450,0.3,,,slope+alt
Vals,https://www.skiresort.com/en/ski-resort/vals/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Wipptal,30,1340,1370,0.3,,,slope+alt
Walenstadtberg,https://www.skiresort.com/en/ski-resort/walenstadtberg/,Switzerland,Eastern Switzerland,Heidiland,80,850,930,0.3,,,slope
Boden (Pfafflar),https://www.skiresort.com/en/ski-resort/boden-pfafflar/,Austria,Tyrol (Tirol),Reutte / Lechtal,35,1335,1370,0.3,,,slope+alt
Ardez,https://www.skiresort.com/en/ski-resort/ardez/,Switzerland,Eastern Switzerland,Graubünden / Engadin Samnaun Val Müstair,50,1476,1526,0.3,,,slope+alt
Urnerboden,https://www.skiresort.com/en/ski-resort/urnerboden/,Switzerland,Central Switzerland,Uri,60,1360,1420,0.3,,,slope+alt
Riffenmatt Winterpark,https://www.skiresort.com/en/ski-resort/riffenmatt-winterpark/,Switzerland,Espace Mittelland,Bern,60,1080,1140,0.3,,,slope
"Crissolo – Monviso <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/crissolo-monviso/,Italy,Piedmont (Piemonte),Cuneo,467,1333,1800,0.2,2,,slope+alt
Zugerberg,https://www.skiresort.com/en/ski-resort/zugerberg/,Switzerland,Central Switzerland,Zug,15,925,940,0.2,3,"SFr. 5,- / approx. € 5,-",slope
Floitenlift – Ginzling,https://www.skiresort.com/en/ski-resort/floitenlift-ginzling/,Austria,Tyrol (Tirol),Tiroler Unterland / Schwaz / Zillertal / Mayrhofen-Hippach,30,990,1020,0.2,,"€ 9,-",slope
Hinterfeld – Mösern (Telfs),https://www.skiresort.com/en/ski-resort/hinterfeld-moesern-telfs/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Region Seefeld – Tirols Hochplateau,30,1235,1265,0.2,,€ 28.50,slope+alt
St. Oyen Flassin,https://www.skiresort.com/en/ski-resort/st-oyen-flassin/,Italy,Aosta Valley (Valle d'Aosta),Great Saint Bernard (Gran San Bernardo),24,1374,1398,0.2,2,"€ 15,-",slope+alt
Schildhoflift – Ratschendorf,https://www.skiresort.com/en/ski-resort/schildhoflift-ratschendorf/,Austria,Styria (Steiermark),Südöststeiermark,29,256,285,0.2,,,slope
Dollwiese – Vienna,https://www.skiresort.com/en/ski-resort/dollwiese-vienna/,Austria,Vienna (Wien),,13,309,322,0.2,,,slope
Ausserschwand,https://www.skiresort.com/en/ski-resort/ausserschwand/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Adelboden-Frutigen,51,1341,1392,0.2,,,slope+alt
Pfalzen,https://www.skiresort.com/en/ski-resort/pfalzen/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol),48,1000,1048,0.2,2,,slope
Alpe Furx – Furx (Zwischenwasser),https://www.skiresort.com/en/ski-resort/alpe-furx-furx-zwischenwasser/,Austria,Vorarlberg,Bodensee-Vorarlberg,15,1135,1150,0.2,2,"€ 22,-",slope
Dicki – Weisslingen,https://www.skiresort.com/en/ski-resort/dicki-weisslingen/,Switzerland,Zürich,,37,576,613,0.2,,"SFr. 18,- / approx. € 19,-",slope
Saxeten – Pintli,https://www.skiresort.com/en/ski-resort/saxeten-pintli/,Switzerland,Espace Mittelland,Bern,27,1162,1189,0.2,,"SFr. 8,- / approx. € 8,-",slope+alt
Gries am Brenner,https://www.skiresort.com/en/ski-resort/gries-am-brenner/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Wipptal,13,1203,1216,0.2,,"€ 2,-",slope+alt
Goldiwil – Multenegg (Heiligenschwendi),https://www.skiresort.com/en/ski-resort/goldiwil-multenegg-heiligenschwendi/,Switzerland,Espace Mittelland,Bern / Lake Thun (Thunersee),11,1096,1107,0.2,,"SFr. 5,- / approx. € 5,-",slope
Sitzberg,https://www.skiresort.com/en/ski-resort/sitzberg/,Switzerland,Eastern Switzerland,Thurgau,30,770,800,0.2,,"SFr. 8,- / approx. € 8,-",slope
Randa,https://www.skiresort.com/en/ski-resort/randa/,Switzerland,Lemanic Region,Valais (Wallis) / Zermatt-Matterhorn,14,1421,1435,0.2,,"SFr. 8,- / approx. € 8,-",slope+alt
Wildberg – Schafbüel,https://www.skiresort.com/en/ski-resort/wildberg-schafbueel/,Switzerland,Zürich,,25,685,710,0.2,,"SFr. 15,- / approx. € 16,-",slope
Oberwald,https://www.skiresort.com/en/ski-resort/oberwald/,Switzerland,Lemanic Region,Valais (Wallis) / Obergoms,31,1373,1404,0.2,,"SFr. 7,- / approx. € 7,-",slope+alt
Norro-Lift – Adelboden,https://www.skiresort.com/en/ski-resort/norro-lift-adelboden/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Adelboden-Frutigen,27,1305,1332,0.2,,"SFr. 18,- / approx. € 19,-",slope+alt
Guttannen,https://www.skiresort.com/en/ski-resort/guttannen/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Haslital,41,1065,1106,0.2,,,slope
Obersdorf (Bad Mitterndorf),https://www.skiresort.com/en/ski-resort/obersdorf-bad-mitterndorf/,Austria,Salzkammergut,Ausseerland,9,811,820,0.2,,,slope
Tauchnerfeld – Stall,https://www.skiresort.com/en/ski-resort/tauchnerfeld-stall/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau / Mölltal,32,844,876,0.2,,,slope
Auf dem Ried – Burgberg,https://www.skiresort.com/en/ski-resort/auf-dem-ried-burgberg/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu / Alpsee Grünten,14,968,982,0.2,,,slope
Kaisers,https://www.skiresort.com/en/ski-resort/kaisers/,Austria,Tyrol (Tirol),Reutte / Lechtal,17,1546,1563,0.2,,,slope+alt
"Astenlift – Bischofshofen <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/astenlift-bischofshofen/,Austria,Salzburg (Salzburger Land),Sankt Johann im Pongau / Europe / Austria / Salzburg (Salzburger Land) / Pongau,25,575,600,0.2,,,slope
Bonderlen,https://www.skiresort.com/en/ski-resort/bonderlen/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Adelboden-Frutigen,10,1354,1364,0.2,,,slope+alt
Pradis-ci – Bedollo,https://www.skiresort.com/en/ski-resort/pradis-ci-bedollo/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / Altopiano di Pine'/​Valle di Cembra,30,1020,1050,0.2,,,slope
Pfaring – Angerberg,https://www.skiresort.com/en/ski-resort/pfaring-angerberg/,Austria,Tyrol (Tirol),Tiroler Unterland / Kitzbüheler Alpen / Holiday Region Hohe Salve,30,650,680,0.2,,,slope
Orgevaux/Les Avants,https://www.skiresort.com/en/ski-resort/orgevaux-les-avants/,Switzerland,Lemanic Region,Waadt,44,1304,1348,0.2,,,slope+alt
Lukaslift – Grabs,https://www.skiresort.com/en/ski-resort/lukaslift-grabs/,Switzerland,Eastern Switzerland,St. Gallen,13,469,482,0.2,,,slope
Oberau (Berchtesgaden),https://www.skiresort.com/en/ski-resort/oberau-berchtesgaden/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Berchtesgadener Land,30,730,760,0.2,,,slope
Etmißl (Thörl),https://www.skiresort.com/en/ski-resort/etmissl-thoerl/,Austria,Styria (Steiermark),Hochsteiermark / Alpenregion Hochschwab,74,723,797,0.2,,,slope
Langkampfen,https://www.skiresort.com/en/ski-resort/langkampfen/,Austria,Tyrol (Tirol),Tiroler Unterland / Kufstein / Kufsteinerland,16,500,516,0.2,,,slope
